loan_id,farmer_id,region,land_holding_acres,prior_loan_count,prior_defaults,crop_type,season,loan_amount,interest_rate,loan_to_land_ratio,repayment_status,days_overdue
L101545,F21545,Indapur,3.6,5,2,Sugarcane,Kharif,51400,7.77,14278,Defaulted,146
L101546,F21546,Daund,1.9,4,0,Wheat,Rabi,28500,8.53,15000,"Paid On Time",0
L101547,F21547,Phaltan,2.8,1,0,Onion,Rabi,33400,9.51,11929,Defaulted,254
L101548,F21548,Malshiras,2.2,4,0,Wheat,Rabi,19300,7.58,8773,Defaulted,176
L101549,F21549,Daund,5.9,0,0,Sugarcane,Kharif,70400,7.56,11932,"Paid On Time",0
L101550,F21550,Baramati,5.6,5,1,Wheat,Kharif,57900,8.05,10339,"Paid On Time",0
L101551,F21551,Indapur,2.1,2,0,Sugarcane,Rabi,26800,9.96,12762,"Paid On Time",0
L101552,F21552,Malshiras,3.3,0,0,Cotton,Kharif,35100,11.67,10636,"Paid On Time",0
L101553,F21553,Daund,4.9,0,0,Sugarcane,Kharif,80300,8.2,16388,"Paid Late",53
L101554,F21554,Phaltan,4.1,0,0,Soybean,Kharif,64900,10.6,15829,"Paid On Time",0
L101555,F21555,Daund,4.4,1,0,Cotton,Kharif,46900,7.95,10659,"Paid On Time",0
L101556,F21556,Baramati,1.9,1,0,Sugarcane,Kharif,19900,10.18,10474,"Paid On Time",0
L101557,F21557,Malshiras,8.6,2,0,Cotton,Rabi,99200,7.69,11535,"Paid On Time",0
L101558,F21558,Phaltan,2.3,0,0,Wheat,Rabi,29200,11.23,12696,Defaulted,196
L101559,F21559,Malshiras,2.3,4,0,Cotton,Rabi,32800,10.71,14261,"Paid On Time",0
L101560,F21560,Malshiras,1.5,1,1,Sugarcane,Kharif,15000,10.4,10000,Defaulted,350
L101561,F21561,Indapur,3.1,1,0,Soybean,Rabi,37200,7.07,12000,"Paid On Time",0
L101562,F21562,Indapur,6.6,1,0,Jowar,Kharif,55300,11.18,8379,"Paid Late",15
L101563,F21563,Indapur,4.1,1,0,Jowar,Kharif,41100,7.75,10024,"Paid On Time",0
L101564,F21564,Malshiras,3.2,1,0,Soybean,Kharif,40800,9.67,12750,"Paid On Time",0
L101565,F21565,Daund,5.3,1,0,Wheat,Kharif,84500,10.88,15943,Defaulted,297
L101566,F21566,Daund,6.5,1,0,Jowar,Rabi,76500,10.16,11769,"Paid On Time",0
L101567,F21567,Malshiras,5.6,2,1,Wheat,Rabi,70100,11.1,12518,Defaulted,374
L101568,F21568,Phaltan,1,0,0,Soybean,Kharif,15000,10.54,15000,Defaulted,128
L101569,F21569,Malshiras,5.4,0,0,Sugarcane,Rabi,45600,10.78,8444,"Paid On Time",0
L101570,F21570,Malshiras,4.5,1,0,Cotton,Kharif,40000,8.49,8889,"Paid Late",34
L101571,F21571,Baramati,2,2,0,Cotton,Kharif,27300,8.9,13650,"Paid Late",19
L101572,F21572,Indapur,4.5,1,0,Soybean,Rabi,42100,9.51,9356,"Paid On Time",0
L101573,F21573,Phaltan,6.6,0,0,Onion,Rabi,58800,9.93,8909,"Paid On Time",0
L101574,F21574,Malshiras,2.4,1,0,Cotton,Rabi,29900,10.46,12458,"Paid On Time",0
L101575,F21575,Baramati,5.8,0,0,Soybean,Kharif,47100,9.78,8121,Defaulted,185
L101576,F21576,Indapur,4.2,3,0,Onion,Kharif,56000,10.55,13333,"Paid On Time",0
L101577,F21577,Daund,0.6,2,1,Wheat,Kharif,15000,7.75,25000,"Paid On Time",0
L101578,F21578,Phaltan,3.4,1,1,Cotton,Kharif,42300,8.97,12441,"Paid On Time",0
L101579,F21579,Baramati,4.1,2,0,Onion,Kharif,49500,11.57,12073,"Paid On Time",0
L101580,F21580,Phaltan,2.8,1,0,Cotton,Kharif,35800,8.08,12786,Defaulted,163
L101581,F21581,Indapur,4.3,0,0,Sugarcane,Kharif,40200,7.72,9349,"Paid On Time",0
L101582,F21582,Indapur,3.2,1,0,Soybean,Kharif,29000,10.72,9062,"Paid On Time",0
L101583,F21583,Daund,11.6,1,0,Cotton,Rabi,111400,7.97,9603,"Paid On Time",0
L101584,F21584,Daund,2.7,4,1,Jowar,Kharif,25400,9.29,9407,"Paid On Time",0
L101585,F21585,Phaltan,2.1,1,0,Cotton,Kharif,19400,10.56,9238,"Paid On Time",0
L101586,F21586,Indapur,5.6,1,1,Jowar,Rabi,90500,9.42,16161,Defaulted,94
L101587,F21587,Malshiras,2.9,3,1,Sugarcane,Rabi,40300,11.51,13897,Defaulted,272
L101588,F21588,Baramati,3.3,1,0,Onion,Kharif,25700,11.39,7788,"Paid On Time",0
L101589,F21589,Malshiras,3.1,1,0,Sugarcane,Kharif,23500,9.51,7581,"Paid On Time",0
L101590,F21590,Baramati,5.5,3,1,Onion,Kharif,65100,11.8,11836,"Paid On Time",0
L101591,F21591,Phaltan,1.7,1,0,Sugarcane,Rabi,27000,8.46,15882,"Paid On Time",0
L101592,F21592,Indapur,5.8,0,0,Jowar,Kharif,70000,8.17,12069,"Paid Late",9
L101593,F21593,Indapur,4.7,2,0,Jowar,Kharif,64200,10.35,13660,"Paid On Time",0
L101594,F21594,Baramati,9.3,2,1,Wheat,Rabi,76200,9.86,8194,"Paid On Time",0
L101595,F21595,Phaltan,3.9,2,1,Sugarcane,Rabi,56600,8.26,14513,Defaulted,104
L101596,F21596,Baramati,1.8,0,0,Wheat,Kharif,22600,8.86,12556,Defaulted,194
L101597,F21597,Phaltan,3.9,2,0,Wheat,Kharif,41000,8.17,10513,"Paid On Time",0
L101598,F21598,Phaltan,4.2,0,0,Soybean,Kharif,48000,8.18,11429,"Paid On Time",0
L101599,F21599,Malshiras,7,2,0,Wheat,Kharif,116000,8.84,16571,"Paid Late",55
L101600,F21600,Phaltan,1.8,2,1,Onion,Kharif,22500,11.62,12500,"Paid On Time",0
L101601,F21601,Indapur,1.3,0,0,Onion,Rabi,23800,11.17,18308,"Paid On Time",0
L101602,F21602,Phaltan,3.9,0,0,Soybean,Rabi,46300,9.56,11872,"Paid On Time",0
L101603,F21603,Malshiras,9.6,2,2,Sugarcane,Rabi,114900,9.39,11969,Defaulted,294
L101604,F21604,Indapur,5.2,2,0,Sugarcane,Rabi,67500,7.16,12981,"Paid On Time",0
L101605,F21605,Baramati,5.3,1,0,Wheat,Kharif,91100,9.31,17189,"Paid On Time",0
L101606,F21606,Malshiras,1.4,3,1,Onion,Kharif,15000,10.12,10714,"Paid Late",19
L101607,F21607,Baramati,3.6,1,0,Soybean,Rabi,55800,10.89,15500,"Paid On Time",0
L101608,F21608,Daund,7.1,1,0,Sugarcane,Kharif,68100,8.78,9592,"Paid On Time",0
L101609,F21609,Indapur,4.2,2,0,Cotton,Kharif,44500,11.6,10595,"Paid Late",11
L101610,F21610,Baramati,1.2,1,0,Soybean,Kharif,15000,11.2,12500,"Paid Late",14
L101611,F21611,Phaltan,3.5,2,0,Onion,Rabi,56800,7.41,16229,"Paid Late",29
L101612,F21612,Baramati,4.9,1,0,Wheat,Rabi,65400,11.51,13347,"Paid On Time",0
L101613,F21613,Phaltan,3.3,3,1,Sugarcane,Kharif,40800,8.11,12364,Defaulted,161
L101614,F21614,Phaltan,1.9,4,0,Cotton,Kharif,28300,11.62,14895,Defaulted,339
L101615,F21615,Baramati,5.7,0,0,Sugarcane,Rabi,91600,10.15,16070,"Paid Late",40
L101616,F21616,Baramati,2.6,2,1,Wheat,Kharif,42100,9.06,16192,"Paid Late",29
L101617,F21617,Phaltan,4.5,1,0,Wheat,Kharif,56000,9.18,12444,Defaulted,398
L101618,F21618,Daund,3.5,1,0,Sugarcane,Rabi,35900,9.81,10257,Defaulted,193
L101619,F21619,Baramati,2.6,1,1,Cotton,Rabi,20900,11.22,8038,Defaulted,302
L101620,F21620,Malshiras,10.2,2,1,Onion,Kharif,90100,11.18,8833,"Paid On Time",0
L101621,F21621,Indapur,2.4,1,0,Jowar,Kharif,25600,9.07,10667,"Paid Late",30
L101622,F21622,Baramati,3.6,2,0,Soybean,Rabi,29500,11.25,8194,"Paid Late",16
L101623,F21623,Malshiras,3.4,1,0,Soybean,Kharif,25600,9.36,7529,"Paid Late",40
L101624,F21624,Baramati,3.9,1,1,Onion,Rabi,60500,9.09,15513,"Paid On Time",0
L101625,F21625,Daund,9.8,1,0,Wheat,Rabi,126300,8.22,12888,Defaulted,251
L101626,F21626,Malshiras,4.9,1,1,Onion,Rabi,49400,11.14,10082,"Paid On Time",0
L101627,F21627,Daund,2.6,1,0,Sugarcane,Kharif,42700,10.1,16423,"Paid On Time",0
L101628,F21628,Daund,8,2,0,Cotton,Kharif,78300,9.16,9788,"Paid On Time",0
L101629,F21629,Indapur,5.5,1,0,Sugarcane,Kharif,73900,10.31,13436,"Paid Late",9
L101630,F21630,Baramati,2.6,1,0,Jowar,Kharif,45700,11.31,17577,"Paid On Time",0
L101631,F21631,Daund,7.3,3,1,Wheat,Kharif,77500,7.99,10616,"Paid On Time",0
L101632,F21632,Malshiras,1.4,1,0,Sugarcane,Kharif,17500,8.96,12500,"Paid On Time",0
L101633,F21633,Baramati,1.7,2,1,Onion,Kharif,22100,8.9,13000,"Paid On Time",0
L101634,F21634,Malshiras,1.2,2,0,Onion,Rabi,15000,7.38,12500,"Paid On Time",0
L101635,F21635,Daund,0.9,2,0,Cotton,Kharif,15000,8.67,16667,Defaulted,300
L101636,F21636,Daund,7,2,1,Wheat,Kharif,93500,10.81,13357,Defaulted,95
L101637,F21637,Baramati,3.9,2,0,Wheat,Kharif,47400,8.27,12154,"Paid Late",10
L101638,F21638,Phaltan,1.2,1,0,Sugarcane,Rabi,17700,11.05,14750,"Paid On Time",0
L101639,F21639,Baramati,3.4,2,0,Wheat,Kharif,34300,11.78,10088,"Paid On Time",0
L101640,F21640,Indapur,5.9,1,0,Cotton,Rabi,59200,8.12,10034,"Paid On Time",0
L101641,F21641,Phaltan,2.1,4,1,Onion,Kharif,25600,9.05,12190,"Paid On Time",0
L101642,F21642,Baramati,2.8,2,0,Jowar,Rabi,23400,7.66,8357,"Paid On Time",0
L101643,F21643,Daund,10.5,1,0,Onion,Rabi,119900,10.46,11419,"Paid Late",26
L101644,F21644,Daund,3,1,0,Jowar,Kharif,44200,9.41,14733,Defaulted,287
L101645,F21645,Baramati,1.3,1,0,Sugarcane,Rabi,20900,9.94,16077,"Paid On Time",0
L101646,F21646,Indapur,2.5,0,0,Cotton,Rabi,33000,10.89,13200,"Paid On Time",0
L101647,F21647,Indapur,1.2,2,1,Wheat,Kharif,17100,10.88,14250,"Paid On Time",0
L101648,F21648,Phaltan,5.2,3,1,Cotton,Kharif,83600,9.58,16077,"Paid Late",54
L101649,F21649,Malshiras,2,2,0,Wheat,Rabi,20700,11.41,10350,"Paid Late",49
L101650,F21650,Malshiras,1.9,2,0,Cotton,Rabi,29800,11.66,15684,"Paid Late",25
L101651,F21651,Baramati,11.1,1,0,Sugarcane,Rabi,114400,10.15,10306,"Paid On Time",0
L101652,F21652,Baramati,1.6,4,1,Soybean,Kharif,17300,7.19,10812,"Paid Late",24
L101653,F21653,Baramati,1.4,0,0,Wheat,Kharif,18800,10.88,13429,Defaulted,183
L101654,F21654,Daund,1.7,0,0,Soybean,Rabi,30400,11.46,17882,"Paid On Time",0
L101655,F21655,Baramati,6,0,0,Wheat,Rabi,92000,9.78,15333,"Paid On Time",0
L101656,F21656,Indapur,4.8,0,0,Soybean,Kharif,66300,10.5,13812,"Paid On Time",0
L101657,F21657,Malshiras,2.5,1,0,Jowar,Kharif,34300,8.78,13720,Defaulted,354
L101658,F21658,Malshiras,2.3,0,0,Wheat,Rabi,31900,9.51,13870,"Paid On Time",0
L101659,F21659,Malshiras,4.6,1,0,Soybean,Rabi,57000,10.99,12391,"Paid On Time",0
L101660,F21660,Indapur,4,0,0,Soybean,Rabi,55800,11.38,13950,"Paid On Time",0
L101661,F21661,Phaltan,3.1,0,0,Soybean,Kharif,53000,7.58,17097,Defaulted,321
L101662,F21662,Phaltan,4.9,1,0,Sugarcane,Kharif,70300,7.09,14347,Defaulted,330
L101663,F21663,Baramati,1.7,5,3,Wheat,Kharif,28500,8.87,16765,Defaulted,100
L101664,F21664,Daund,2,2,0,Cotton,Kharif,28900,8.95,14450,Defaulted,190
L101665,F21665,Daund,5,1,0,Jowar,Kharif,62700,10.87,12540,"Paid On Time",0
L101666,F21666,Indapur,4.2,1,1,Jowar,Kharif,55500,7.04,13214,Defaulted,254
L101667,F21667,Phaltan,3.5,3,2,Soybean,Kharif,57500,10.82,16429,Defaulted,145
L101668,F21668,Phaltan,10.9,1,0,Jowar,Kharif,185500,9.68,17018,Defaulted,156
L101669,F21669,Daund,5.6,4,1,Wheat,Rabi,65700,10.49,11732,"Paid Late",9
L101670,F21670,Phaltan,2.5,1,0,Sugarcane,Kharif,31400,9.55,12560,"Paid Late",33
L101671,F21671,Phaltan,2.1,0,0,Wheat,Kharif,29000,10.95,13810,"Paid On Time",0
L101672,F21672,Daund,4.3,0,0,Onion,Rabi,57300,9.19,13326,"Paid On Time",0
L101673,F21673,Indapur,6.9,3,0,Sugarcane,Kharif,75500,8.73,10942,"Paid On Time",0
L101674,F21674,Phaltan,1.1,1,0,Cotton,Kharif,15000,10.18,13636,"Paid Late",42
L101675,F21675,Phaltan,4.1,0,0,Wheat,Rabi,55400,9.22,13512,"Paid On Time",0
L101676,F21676,Malshiras,2.8,3,1,Soybean,Rabi,42700,8.52,15250,"Paid On Time",0
L101677,F21677,Baramati,3.9,3,1,Wheat,Kharif,41400,11.57,10615,"Paid On Time",0
L101678,F21678,Daund,1.3,3,0,Wheat,Rabi,15000,10.62,11538,"Paid On Time",0
L101679,F21679,Malshiras,6.9,2,0,Jowar,Rabi,104500,7.98,15145,"Paid On Time",0
L101680,F21680,Daund,8.1,1,0,Sugarcane,Rabi,91400,10.7,11284,"Paid On Time",0
L101681,F21681,Malshiras,5.2,0,0,Soybean,Kharif,49000,8.26,9423,"Paid On Time",0
L101682,F21682,Baramati,9.1,1,0,Jowar,Rabi,83900,9.16,9220,"Paid On Time",0
L101683,F21683,Baramati,2.7,0,0,Cotton,Kharif,37300,8.09,13815,"Paid Late",32
L101684,F21684,Phaltan,4.1,2,0,Soybean,Kharif,62200,7.57,15171,"Paid On Time",0
L101685,F21685,Indapur,5.3,1,0,Sugarcane,Kharif,69100,9,13038,"Paid Late",40
L101686,F21686,Daund,4.4,1,0,Cotton,Rabi,71300,9.78,16205,"Paid On Time",0
L101687,F21687,Daund,2.9,1,0,Soybean,Kharif,28600,8.51,9862,"Paid On Time",0
L101688,F21688,Daund,3.1,1,0,Soybean,Rabi,25400,7.38,8194,"Paid On Time",0
L101689,F21689,Malshiras,7.7,1,0,Wheat,Rabi,123700,8.25,16065,"Paid On Time",0
L101690,F21690,Baramati,3.4,0,0,Wheat,Kharif,26200,8.23,7706,"Paid On Time",0
L101691,F21691,Phaltan,6.7,0,0,Jowar,Kharif,53600,9.95,8000,"Paid Late",49
L101692,F21692,Malshiras,3.3,1,0,Jowar,Rabi,38600,8.41,11697,Defaulted,239
L101693,F21693,Phaltan,6.7,1,0,Cotton,Kharif,92400,9.67,13791,Defaulted,177
L101694,F21694,Indapur,3.7,3,1,Sugarcane,Rabi,42700,9.35,11541,Defaulted,101
L101695,F21695,Baramati,5,2,0,Jowar,Kharif,55300,8.33,11060,Defaulted,355
L101696,F21696,Phaltan,2.3,3,1,Cotton,Kharif,22300,10.71,9696,"Paid On Time",0
L101697,F21697,Daund,4.1,0,0,Cotton,Kharif,61000,10.34,14878,"Paid On Time",0
L101698,F21698,Baramati,2.3,3,0,Sugarcane,Kharif,20400,10.4,8870,"Paid On Time",0
L101699,F21699,Indapur,2.7,2,1,Wheat,Rabi,29800,9.17,11037,"Paid On Time",0
L101700,F21700,Malshiras,2.8,4,0,Cotton,Kharif,40500,8.58,14464,Defaulted,387
L101701,F21701,Indapur,3.1,0,0,Sugarcane,Kharif,35400,9.95,11419,Defaulted,239
L101702,F21702,Baramati,6.2,0,0,Soybean,Rabi,88700,11.8,14306,Defaulted,361
L101703,F21703,Phaltan,2.6,0,0,Jowar,Rabi,31600,9.17,12154,Defaulted,195
L101704,F21704,Baramati,3.8,2,0,Cotton,Kharif,61000,10.33,16053,"Paid On Time",0
L101705,F21705,Malshiras,6.7,2,0,Wheat,Rabi,103300,9.21,15418,Defaulted,379
L101706,F21706,Malshiras,5,2,0,Soybean,Kharif,52700,11.66,10540,"Paid On Time",0
L101707,F21707,Malshiras,1.1,2,1,Soybean,Rabi,15000,8.32,13636,"Paid On Time",0
L101708,F21708,Malshiras,1.3,2,0,Cotton,Rabi,16600,9.29,12769,"Paid On Time",0
L101709,F21709,Indapur,4.4,2,0,Sugarcane,Rabi,61400,9.47,13955,"Paid On Time",0
L101710,F21710,Indapur,2.5,2,0,Cotton,Rabi,19400,10.64,7760,"Paid On Time",0
L101711,F21711,Indapur,1.2,0,0,Jowar,Rabi,15000,10.61,12500,"Paid On Time",0
L101712,F21712,Daund,2.4,1,0,Sugarcane,Kharif,31700,10.7,13208,"Paid On Time",0
L101713,F21713,Malshiras,4.5,0,0,Onion,Rabi,61000,10.66,13556,"Paid On Time",0
L101714,F21714,Phaltan,2.8,1,0,Sugarcane,Rabi,26300,9.35,9393,"Paid On Time",0
L101715,F21715,Phaltan,3.6,0,0,Cotton,Kharif,42400,7.78,11778,"Paid On Time",0
L101716,F21716,Malshiras,3,1,0,Wheat,Rabi,37700,11.35,12567,"Paid On Time",0
L101717,F21717,Phaltan,2.2,2,0,Jowar,Rabi,36000,8.62,16364,Defaulted,177
L101718,F21718,Indapur,4,0,0,Sugarcane,Rabi,59700,7.55,14925,"Paid On Time",0
L101719,F21719,Daund,1.1,1,0,Sugarcane,Kharif,15000,7.64,13636,"Paid Late",52
L101720,F21720,Daund,2,2,0,Wheat,Rabi,33100,9.47,16550,"Paid On Time",0
L101721,F21721,Baramati,5.5,2,0,Cotton,Kharif,68200,9.13,12400,"Paid On Time",0
L101722,F21722,Phaltan,1.3,3,0,Wheat,Rabi,23100,10.32,17769,"Paid On Time",0
L101723,F21723,Phaltan,3.5,0,0,Jowar,Kharif,43500,10.06,12429,"Paid On Time",0
L101724,F21724,Phaltan,2.7,1,1,Sugarcane,Rabi,20200,7.54,7481,"Paid On Time",0
L101725,F21725,Daund,2.5,2,1,Jowar,Kharif,34800,8.48,13920,"Paid Late",36
L101726,F21726,Phaltan,5.9,1,0,Sugarcane,Rabi,63200,11.48,10712,"Paid On Time",0
L101727,F21727,Malshiras,6.6,2,0,Jowar,Kharif,106900,10.83,16197,"Paid Late",26
L101728,F21728,Daund,1.7,2,0,Onion,Rabi,20700,11.35,12176,Defaulted,102
L101729,F21729,Daund,3.1,1,0,Wheat,Rabi,30400,7.11,9806,"Paid On Time",0
L101730,F21730,Baramati,1,4,1,Onion,Kharif,16100,11.56,16100,"Paid Late",45
L101731,F21731,Phaltan,5.7,1,1,Jowar,Rabi,54000,11.31,9474,Defaulted,383
L101732,F21732,Malshiras,3.4,1,0,Sugarcane,Rabi,41900,9.26,12324,"Paid Late",53
L101733,F21733,Phaltan,1.3,0,0,Sugarcane,Kharif,15000,10.37,11538,"Paid On Time",0
L101734,F21734,Malshiras,2.1,0,0,Sugarcane,Kharif,29100,8.36,13857,Defaulted,240
L101735,F21735,Malshiras,1.6,0,0,Soybean,Kharif,23500,10.29,14688,"Paid On Time",0
L101736,F21736,Phaltan,2,0,0,Wheat,Kharif,32900,10.99,16450,"Paid Late",38
L101737,F21737,Daund,1,0,0,Soybean,Kharif,16600,9.42,16600,"Paid Late",51
L101738,F21738,Baramati,7.6,2,1,Wheat,Kharif,101400,7.14,13342,Defaulted,356
L101739,F21739,Baramati,1.8,3,1,Soybean,Kharif,16500,9.08,9167,"Paid On Time",0
L101740,F21740,Indapur,3.5,1,0,Sugarcane,Rabi,56400,10.62,16114,"Paid On Time",0
L101741,F21741,Daund,4.5,0,0,Cotton,Kharif,41900,10.52,9311,"Paid Late",34
L101742,F21742,Phaltan,6.6,3,1,Onion,Rabi,109600,9.43,16606,Defaulted,336
L101743,F21743,Daund,3.6,2,0,Cotton,Rabi,43300,11.93,12028,"Paid On Time",0
L101744,F21744,Baramati,2.9,0,0,Cotton,Rabi,36200,7.59,12483,Defaulted,341
L101745,F21745,Indapur,3.6,1,1,Sugarcane,Kharif,50600,7.79,14056,"Paid Late",23
L101746,F21746,Malshiras,1.7,1,0,Onion,Kharif,20900,8.29,12294,Defaulted,312
L101747,F21747,Malshiras,1.8,3,0,Cotton,Rabi,24100,11.02,13389,Defaulted,123
L101748,F21748,Indapur,2.9,3,0,Wheat,Rabi,44000,10.81,15172,"Paid On Time",0
L101749,F21749,Malshiras,0.8,0,0,Sugarcane,Rabi,15000,10.86,18750,"Paid Late",38
L101750,F21750,Phaltan,2.2,3,1,Sugarcane,Kharif,33900,11.4,15409,"Paid On Time",0
L101751,F21751,Malshiras,2.6,5,0,Wheat,Rabi,26200,9.21,10077,"Paid On Time",0
L101752,F21752,Malshiras,9.9,1,0,Wheat,Kharif,107400,8.59,10848,"Paid Late",57
L101753,F21753,Phaltan,7.1,1,0,Wheat,Rabi,104900,10,14775,"Paid On Time",0
L101754,F21754,Indapur,4.5,1,0,Cotton,Rabi,40500,9.05,9000,"Paid Late",39
L101755,F21755,Phaltan,5.7,0,0,Onion,Kharif,56100,9.62,9842,"Paid On Time",0
L101756,F21756,Indapur,1.8,0,0,Soybean,Kharif,15000,7.7,8333,"Paid On Time",0
L101757,F21757,Indapur,3.7,4,0,Onion,Kharif,42500,8.98,11486,"Paid Late",58
L101758,F21758,Phaltan,5.3,1,0,Sugarcane,Kharif,83000,9.36,15660,"Paid Late",39
L101759,F21759,Daund,1.8,3,1,Soybean,Kharif,19200,7.44,10667,Defaulted,368
L101760,F21760,Daund,1.3,0,0,Cotton,Kharif,15000,11.97,11538,Defaulted,227
L101761,F21761,Indapur,4.2,1,0,Jowar,Kharif,28100,7.19,6690,"Paid On Time",0
L101762,F21762,Daund,1.4,2,0,Wheat,Rabi,15100,11.6,10786,Defaulted,357
L101763,F21763,Baramati,4.7,0,0,Soybean,Rabi,35600,7.4,7574,"Paid On Time",0
L101764,F21764,Phaltan,6.5,1,0,Sugarcane,Kharif,70600,11.3,10862,Defaulted,288
L101765,F21765,Daund,1.9,3,1,Sugarcane,Kharif,22700,9.74,11947,"Paid Late",45
L101766,F21766,Malshiras,1.9,1,0,Sugarcane,Rabi,27100,7.98,14263,"Paid On Time",0
L101767,F21767,Daund,6.4,3,0,Jowar,Kharif,75500,8.16,11797,"Paid On Time",0
L101768,F21768,Daund,3.6,0,0,Cotton,Kharif,64500,8.76,17917,"Paid On Time",0
L101769,F21769,Baramati,5.9,2,1,Sugarcane,Kharif,82300,10.97,13949,Defaulted,378
L101770,F21770,Baramati,3,2,1,Cotton,Rabi,33100,7.74,11033,"Paid On Time",0
L101771,F21771,Indapur,3.1,0,0,Sugarcane,Kharif,51700,8.21,16677,"Paid Late",56
L101772,F21772,Indapur,3.5,2,0,Onion,Rabi,44100,10.46,12600,"Paid On Time",0
L101773,F21773,Indapur,8.7,0,0,Cotton,Kharif,93600,10.07,10759,Defaulted,346
L101774,F21774,Indapur,5.6,1,0,Onion,Kharif,49900,9.1,8911,"Paid On Time",0
L101775,F21775,Phaltan,2.2,1,0,Wheat,Kharif,31300,7.3,14227,"Paid On Time",0
L101776,F21776,Baramati,3.9,0,0,Soybean,Rabi,60100,9.79,15410,"Paid On Time",0
L101777,F21777,Indapur,2.8,0,0,Soybean,Kharif,45600,8.15,16286,"Paid Late",54
L101778,F21778,Baramati,2.5,3,1,Wheat,Rabi,26400,10.06,10560,"Paid On Time",0
L101779,F21779,Indapur,4.7,4,0,Wheat,Rabi,58200,8.37,12383,"Paid Late",7
L101780,F21780,Phaltan,4.1,3,0,Sugarcane,Kharif,69000,11.9,16829,"Paid Late",48
L101781,F21781,Baramati,1.9,2,0,Onion,Kharif,28400,9.95,14947,"Paid On Time",0
L101782,F21782,Indapur,3.5,0,0,Cotton,Rabi,51400,9.86,14686,Defaulted,191
L101783,F21783,Baramati,2.5,1,0,Cotton,Kharif,31500,11.18,12600,"Paid On Time",0
L101784,F21784,Malshiras,4.5,3,0,Soybean,Rabi,51200,11.97,11378,"Paid On Time",0
L101785,F21785,Phaltan,2.4,1,0,Wheat,Rabi,38500,10.9,16042,"Paid On Time",0
L101786,F21786,Indapur,3.1,0,0,Cotton,Kharif,28600,9.97,9226,"Paid On Time",0
L101787,F21787,Baramati,2.5,1,0,Cotton,Kharif,30300,11.32,12120,"Paid On Time",0
L101788,F21788,Baramati,1.1,0,0,Sugarcane,Rabi,15000,7.91,13636,"Paid On Time",0
L101789,F21789,Daund,8.5,2,1,Soybean,Kharif,118900,10.82,13988,"Paid On Time",0
L101790,F21790,Phaltan,3.5,3,0,Sugarcane,Kharif,44400,10.4,12686,Defaulted,238
L101791,F21791,Daund,8.6,0,0,Jowar,Kharif,128200,9.82,14907,"Paid On Time",0
L101792,F21792,Malshiras,3.6,0,0,Cotton,Kharif,59900,11.33,16639,Defaulted,358
L101793,F21793,Indapur,5.2,1,0,Onion,Kharif,58500,10.55,11250,"Paid On Time",0
L101794,F21794,Indapur,2.3,2,0,Wheat,Rabi,32200,10.58,14000,"Paid On Time",0
L101795,F21795,Daund,2.3,1,0,Jowar,Kharif,19000,11.55,8261,"Paid On Time",0
L101796,F21796,Indapur,3.4,0,0,Onion,Kharif,35900,10.5,10559,"Paid On Time",0
L101797,F21797,Malshiras,8.6,1,0,Cotton,Rabi,71000,8.28,8256,"Paid On Time",0
L101798,F21798,Baramati,1.9,1,0,Soybean,Kharif,25600,7.92,13474,"Paid On Time",0
L101799,F21799,Daund,1,1,0,Sugarcane,Kharif,15000,9.57,15000,"Paid On Time",0
L101800,F21800,Daund,6.3,1,1,Sugarcane,Rabi,60800,8.17,9651,Defaulted,218
L101801,F21801,Baramati,5.4,1,0,Cotton,Kharif,82400,10.5,15259,"Paid On Time",0
L101802,F21802,Daund,2.6,0,0,Wheat,Rabi,24700,11.21,9500,"Paid On Time",0
L101803,F21803,Daund,10.6,1,0,Jowar,Rabi,108600,8.46,10245,Defaulted,298
L101804,F21804,Indapur,10.9,1,0,Cotton,Kharif,147500,11.57,13532,"Paid On Time",0
L101805,F21805,Baramati,1.1,2,0,Wheat,Kharif,15000,10.73,13636,"Paid On Time",0
L101806,F21806,Baramati,2.2,2,0,Cotton,Kharif,16700,11.94,7591,Defaulted,253
L101807,F21807,Baramati,3.4,1,0,Sugarcane,Rabi,61800,7.99,18176,"Paid On Time",0
L101808,F21808,Daund,4.4,1,0,Sugarcane,Kharif,49400,9.31,11227,"Paid On Time",0
L101809,F21809,Baramati,4,2,0,Wheat,Rabi,48400,10.2,12100,"Paid On Time",0
L101810,F21810,Malshiras,3.5,0,0,Soybean,Rabi,34700,10.81,9914,"Paid Late",23
L101811,F21811,Indapur,1.7,1,0,Cotton,Rabi,25800,11.56,15176,"Paid Late",44
L101812,F21812,Phaltan,4.7,1,0,Sugarcane,Kharif,73300,11.46,15596,"Paid On Time",0
L101813,F21813,Phaltan,4.9,2,0,Soybean,Rabi,62800,8.18,12816,"Paid On Time",0
L101814,F21814,Daund,6,0,0,Jowar,Rabi,76600,9.11,12767,"Paid On Time",0
L101815,F21815,Malshiras,1.6,1,0,Sugarcane,Kharif,17000,10.59,10625,"Paid On Time",0
L101816,F21816,Baramati,3,1,0,Wheat,Rabi,34200,7.66,11400,"Paid Late",45
L101817,F21817,Indapur,2.6,2,0,Wheat,Kharif,33800,11.8,13000,"Paid On Time",0
L101818,F21818,Indapur,1.6,1,0,Soybean,Rabi,18000,10.73,11250,Defaulted,219
